iteration,elapsed_seconds
329,5.8458e-05
330,5.8583e-05
331,5.8708e-05
332,5.8833e-05
333,5.8958e-05
334,5.9125e-05
335,5.9292e-05
336,5.9458e-05
337,5.9583e-05
338,5.9708e-05
339,5.9833e-05
340,5.9958e-05
341,6.0125e-05
342,6.0292e-05
343,6.0458e-05
344,6.0583e-05
345,6.0708e-05
346,6.0875e-05
347,6.1e-05
348,6.1167e-05
349,6.1333e-05
350,6.15e-05
351,6.1625e-05
352,6.175e-05
353,6.1958e-05
354,6.2125e-05
355,6.2292e-05
356,6.2458e-05
357,6.2583e-05
358,6.2708e-05
359,6.2833e-05
360,6.3e-05
361,6.3167e-05
362,6.3333e-05
363,6.3458e-05
364,6.3583e-05
365,6.3708e-05
366,6.3833e-05
367,6.4e-05
368,6.55e-05
369,6.5708e-05
370,6.5833e-05
371,6.5958e-05
372,6.6083e-05
373,6.6208e-05
374,6.6375e-05
375,6.6542e-05
376,6.6708e-05
377,6.6833e-05
378,6.6958e-05
379,6.7083e-05
380,6.725e-05
381,6.7417e-05
382,6.7625e-05
383,6.775e-05
384,6.7875e-05
385,6.8e-05
386,6.8125e-05
387,6.8292e-05
388,6.85e-05
389,6.8625e-05
390,6.875e-05
391,6.8875e-05
392,6.9e-05
393,6.9125e-05
394,6.9292e-05
395,6.95e-05
396,6.9667e-05
397,6.9833e-05
398,6.9958e-05
399,7.0083e-05
400,7.025e-05
401,7.05e-05
402,7.0625e-05
403,7.075e-05
404,7.0875e-05
405,7.1e-05
406,7.1167e-05
407,7.1375e-05
408,7.15e-05
409,7.1625e-05
410,7.175e-05
411,7.1875e-05
412,7.2042e-05
413,7.225e-05
414,7.2375e-05
415,7.2542e-05
416,7.2708e-05
417,7.2833e-05
418,7.3e-05
419,7.3167e-05
420,7.3333e-05
421,7.3458e-05
422,7.3583e-05
423,7.3708e-05
424,7.3875e-05
425,7.4042e-05
426,7.4208e-05
427,7.4333e-05
428,7.4458e-05
429,7.4583e-05
430,7.4708e-05
431,7.4875e-05
432,7.5083e-05
433,7.5208e-05
434,7.5333e-05
435,7.5458e-05
436,7.5583e-05
437,7.575e-05
438,7.5917e-05
439,7.6083e-05
440,7.6208e-05
441,7.6333e-05
442,7.6458e-05
443,7.6583e-05
444,7.675e-05
445,7.6917e-05
446,7.7083e-05
447,7.725e-05
448,7.7375e-05
449,7.75e-05
450,7.7625e-05
451,7.7833e-05
452,7.7958e-05
453,7.8083e-05
454,7.8208e-05
455,7.8333e-05
456,7.8458e-05
457,7.875e-05
458,7.8917e-05
459,7.9083e-05
460,7.9208e-05
461,7.9375e-05
462,7.95e-05
463,7.9625e-05
464,7.9792e-05
465,7.9958e-05
466,8.0083e-05
467,8.025e-05
468,8.0375e-05
469,8.05e-05
470,8.0625e-05
471,8.0792e-05
472,8.1e-05
473,8.1125e-05
474,8.125e-05
475,8.1417e-05
476,8.1583e-05
477,8.1708e-05
478,8.1875e-05
479,8.2042e-05
480,8.2208e-05
481,8.2333e-05
482,8.2458e-05
483,8.2583e-05
484,8.275e-05
485,8.2917e-05
486,8.3083e-05
487,8.3208e-05
488,8.3333e-05
489,8.3458e-05
490,8.3625e-05
491,8.3792e-05
492,8.3958e-05
493,8.4083e-05
494,8.425e-05
495,8.4333e-05
496,8.4458e-05
497,8.4625e-05
498,8.4792e-05
499,8.4958e-05
500,8.5083e-05
501,8.5208e-05
502,8.5375e-05
503,8.5542e-05
504,8.5792e-05
505,8.5958e-05
506,8.6083e-05
507,8.625e-05
508,8.6333e-05
509,8.65e-05
510,8.6625e-05
511,8.8083e-05
512,8.8292e-05
513,8.8458e-05
514,8.8583e-05
515,8.8708e-05
516,8.8875e-05
517,8.9042e-05
518,8.9208e-05
519,8.9375e-05
520,8.95e-05
521,8.975e-05
522,8.9875e-05
523,9e-05
524,9.0167e-05
525,9.0375e-05
526,9.05e-05
527,9.0625e-05
528,9.075e-05
529,9.0875e-05
530,9.1042e-05
531,9.125e-05
532,9.1375e-05
533,9.1542e-05
534,9.1667e-05
535,9.1833e-05
536,9.1958e-05
537,9.2125e-05
538,9.2292e-05
539,9.2458e-05
540,9.2625e-05
541,9.275e-05
542,9.2875e-05
543,9.3042e-05
544,9.3208e-05
545,9.3375e-05
546,9.35e-05
547,9.3625e-05
548,9.375e-05
549,9.3875e-05
550,9.4042e-05
551,9.425e-05
552,9.4375e-05
553,9.45e-05
554,9.4625e-05
555,9.475e-05
556,9.4917e-05
557,9.5125e-05
558,9.525e-05
559,9.5375e-05
560,9.5542e-05
561,9.5708e-05
562,9.5875e-05
563,9.6042e-05
564,9.6208e-05
565,9.6375e-05
566,9.65e-05
567,9.6625e-05
568,9.675e-05
569,9.6917e-05
570,9.7083e-05
571,9.725e-05
572,9.7375e-05
573,9.75e-05
574,9.7625e-05
575,9.775e-05
576,9.7958e-05
577,9.8125e-05
578,9.825e-05
579,9.8375e-05
580,9.85e-05
581,9.8625e-05
582,9.875e-05
583,9.8917e-05
584,9.9125e-05
585,9.9292e-05
586,9.9458e-05
587,9.9583e-05
588,9.9708e-05
589,9.9875e-05
590,0.000100042
591,0.00010025
592,0.000100375
593,0.000100542
594,0.00010075
595,0.000100917
596,0.000101125
597,0.00010125
598,0.000101333
599,0.000101458
600,0.000101583
601,0.00010175
602,0.000101917
603,0.000102083
604,0.000102208
605,0.000102375
606,0.000102542
607,0.000102708
608,0.000102875
609,0.000103
610,0.000103125
611,0.00010325
612,0.000103375
613,0.000103542
614,0.00010375
615,0.000103875
616,0.000104
617,0.000104125
618,0.00010425
619,0.000104375
620,0.000104542
621,0.00010475
622,0.000104917
623,0.000106542
624,0.00010675
625,0.000106875
626,0.000107042
627,0.000107208
628,0.000107333
629,0.000107458
630,0.000107583
631,0.00010775
632,0.000107917
633,0.000108083
634,0.000108208
635,0.000108375
636,0.0001085
637,0.000108625
638,0.000108792
639,0.000109
640,0.000109125
641,0.00010925
642,0.000109375
643,0.0001095
644,0.000109625
645,0.000109792
646,0.00011
647,0.000110125
648,0.00011025
649,0.000110375
650,0.000110542
651,0.00011075
652,0.000110917
653,0.000111083
654,0.00011125
655,0.000111375
656,0.0001115
657,0.000111625
658,0.000111792
659,0.000112
660,0.000112125
661,0.00011225
662,0.000112375
663,0.0001125
664,0.000112625
665,0.000112792
666,0.000112958
667,0.000113125
668,0.00011325
669,0.000113375
670,0.0001135
671,0.000113667
672,0.000113875
673,0.000114083
674,0.000114208
675,0.000114375
676,0.0001145
677,0.000114667
678,0.000114875
679,0.000115
680,0.000115125
681,0.00011525
682,0.000115375
683,0.000115542
684,0.00011575
685,0.000115875
686,0.000116
687,0.000116125
688,0.00011625
689,0.000116417
690,0.000116625
691,0.000116792
692,0.000117
693,0.000117125
694,0.00011725
695,0.000117375
696,0.000117542
697,0.00011775
698,0.000117875
699,0.000118
700,0.000118125
701,0.000118292
702,0.0001185
703,0.000118625
704,0.00011875
705,0.000118875
706,0.000119042
707,0.00011925
708,0.000119417
709,0.000119583
710,0.000119708
711,0.000119833
712,0.00012
713,0.000120125
714,0.00012025
715,0.000120417
716,0.000120583
717,0.000120708
718,0.000120833
719,0.000120958
720,0.000121125
721,0.000121292
722,0.0001215
723,0.000121625
724,0.00012175
725,0.000121875
726,0.000122042
727,0.000122208
728,0.000122417
729,0.000122583
730,0.000122708
731,0.000122833
732,0.000122958
733,0.000123125
734,0.000123292
735,0.0001235
736,0.000123625
737,0.00012375
738,0.000123875
739,0.000124
740,0.000124125
741,0.000124292
742,0.0001245
743,0.000124625
744,0.00012475
745,0.000124875
746,0.000125042
747,0.00012525
748,0.000125417
749,0.000125583
750,0.000125708
751,0.000125833
752,0.000125958
753,0.000126083
754,0.00012625
755,0.000126417
756,0.000126583
757,0.000126708
758,0.000126875
759,0.000127042
760,0.000127208
761,0.000127458
762,0.000127583
763,0.00012775
764,0.000127875
765,0.000128042
766,0.000129667
767,0.000129917
768,0.000130083
769,0.000130208
770,0.000130333
771,0.0001305
772,0.000130625
773,0.000130792
774,0.000131
775,0.000131125
776,0.00013125
777,0.000131375
778,0.0001315
779,0.000131667
780,0.000131875
781,0.000132083
782,0.000132208
783,0.000132333
784,0.000132458
785,0.000132583
786,0.000132708
787,0.000132875
788,0.000133042
789,0.000133208
790,0.000133333
791,0.0001335
792,0.000133625
793,0.000133792
794,0.000134
795,0.000134125
796,0.00013425
797,0.000134375
798,0.000134542
799,0.00013475
800,0.000134917
801,0.000135083
802,0.000135208
803,0.000135333
804,0.000135458
805,0.000135583
806,0.00013575
807,0.000135917
808,0.000136083
809,0.000136208
810,0.000136333
811,0.000136458
812,0.000136583
813,0.00013675
814,0.000136917
815,0.000137083
816,0.000137208
817,0.000137333
818,0.000137458
819,0.000137583
820,0.00013775
821,0.000137958
822,0.000138083
823,0.000138208
824,0.000138375
825,0.0001385
826,0.000138625
827,0.000138792
828,0.000139
829,0.000139125
830,0.000139292
831,0.000139458
832,0.000139583
833,0.00013975
834,0.000139917
835,0.000140083
836,0.000140208
837,0.000140333
838,0.000140458
839,0.000140625
840,0.000140792
841,0.000141
842,0.000141083
843,0.00014125
844,0.000141375
845,0.0001415
846,0.000141667
847,0.000141875
848,0.000142
849,0.000142125
850,0.000142292
851,0.000142458
852,0.000142583
853,0.00014275
854,0.000142917
855,0.000143083
856,0.000143208
857,0.000143333
858,0.000143458
859,0.000143583
860,0.00014375
861,0.000144542
862,0.000144708
863,0.000144875
864,0.000145
865,0.000145167
866,0.000145375
867,0.000145542
868,0.000145667
869,0.000145875
870,0.000146
871,0.000146125
872,0.000146292
873,0.000146458
874,0.000146625
875,0.00014675
876,0.000146875
877,0.000147
878,0.000148542
879,0.000148708
880,0.000148917
881,0.000149083
882,0.00014925
883,0.000149375
884,0.000149542
885,0.000149708
886,0.000149833
887,0.00015
888,0.000150125
889,0.00015025
890,0.000150375
891,0.000150542
892,0.00015075
893,0.000150875
894,0.000151
895,0.000151125
896,0.000151292
897,0.0001515
898,0.000151667
899,0.000151833
900,0.000152
901,0.000152167
902,0.000152333
903,0.000152458
904,0.000152625
905,0.000152792
906,0.000152958
907,0.000153083
908,0.000153208
909,0.000153333
910,0.0001535
911,0.000153667
912,0.000153875
913,0.000154
914,0.000154125
915,0.00015425
916,0.000154375
917,0.000154542
918,0.00015475
919,0.000154875
920,0.000155042
921,0.000155167
922,0.000155333
923,0.0001555
924,0.000155625
925,0.000155833
926,0.000155958
927,0.000156083
928,0.000156208
929,0.000156333
930,0.0001565
931,0.000156667
932,0.000156833
933,0.000156958
934,0.000157125
935,0.00015725
936,0.000157375
937,0.000157542
938,0.00015775
939,0.000157875
940,0.000158
941,0.000158125
942,0.000158292
943,0.000158458
944,0.000158667
945,0.000158833
946,0.000158958
947,0.000159083
948,0.000159208
949,0.000159333
950,0.0001595
951,0.000159667
952,0.000159833
953,0.000159958
954,0.000160083
955,0.00016025
956,0.000160375
957,0.000160542
958,0.000160708
959,0.000160875
960,0.000161
961,0.000161167
962,0.000161333
963,0.000161458
964,0.000161625
965,0.000161792
966,0.000161958
967,0.000162083
968,0.000162208
969,0.000162333
970,0.0001625
971,0.000162625
972,0.000162792
973,0.000163042
974,0.000163208
975,0.000163333
976,0.0001635
977,0.000163667
978,0.000163833
979,0.000163958
980,0.000164083
981,0.00016425
982,0.000164375
983,0.000164542
984,0.00016475
985,0.000164875
986,0.000165042
987,0.000165208
988,0.000165333
989,0.000165458
990,0.000165625
991,0.00016575
992,0.000165917
993,0.000166083
994,0.000166208
995,0.000166333
996,0.0001665
997,0.000166667
998,0.000166833
999,0.000166958
1000,0.000167125
1001,0.00016725
1002,0.000167375
1003,0.000167542
1004,0.00016775
1005,0.000167875
1006,0.000168
1007,0.000168125
1008,0.00016825
1009,0.000168375
1010,0.000168542
1011,0.00016875
1012,0.000168875
1013,0.000169042
1014,0.000169292
1015,0.000169458
1016,0.000169625
1017,0.000169792
1018,0.000169958
1019,0.000170083
1020,0.00017025
1021,0.000171875
1022,0.000172083
1023,0.000172208
1024,0.000172333
1025,0.0001725
1026,0.000172625
1027,0.000172792
1028,0.000173
1029,0.000173125
1030,0.00017325
1031,0.000173375
1032,0.0001735
1033,0.000173708
1034,0.000173875
1035,0.000174
1036,0.000174125
1037,0.00017425
1038,0.000174375
1039,0.000174542
1040,0.00017475
1041,0.000174875
1042,0.000175
1043,0.000175167
1044,0.000175333
1045,0.000175458
1046,0.000175625
1047,0.000175792
1048,0.000175958
1049,0.000176083
1050,0.000176208
1051,0.000176333
1052,0.0001765
1053,0.000176667
1054,0.000176833
1055,0.000176958
1056,0.000177125
1057,0.00017725
1058,0.000177375
1059,0.000177542
1060,0.00017775
1061,0.000177875
1062,0.000178
1063,0.000178167
1064,0.000178333
1065,0.000178458
1066,0.000178625
1067,0.000178792
1068,0.000178958
1069,0.000179083
1070,0.000179208
1071,0.000179333
1072,0.0001795
1073,0.000179667
1074,0.000179875
1075,0.00018
1076,0.000180125
1077,0.00018025
1078,0.000180375
1079,0.000180542
1080,0.00018075
1081,0.000180875
1082,0.000181
1083,0.000181125
1084,0.00018125
1085,0.000181375
1086,0.000181542
1087,0.00018175
1088,0.000181917
1089,0.000182083
1090,0.000182208
1091,0.000182333
1092,0.0001825
1093,0.000182667
1094,0.000182833
1095,0.000182958
1096,0.000183083
1097,0.000183208
1098,0.000183333
1099,0.00036925
1100,0.000369458
1101,0.000369833
1102,0.00037
1103,0.000370167
1104,0.000370333
1105,0.000370542
1106,0.00037075
1107,0.000370958
1108,0.000371083
1109,0.000371208
1110,0.000371333
1111,0.000371542
1112,0.00037175
1113,0.000371833
1114,0.000372
1115,0.000372125
1116,0.00037225
1117,0.000372417
1118,0.000372625
1119,0.00037275
1120,0.000372875
1121,0.000373
1122,0.000373125
1123,0.00037325
1124,0.000373417
1125,0.000373625
1126,0.00037375
1127,0.000373875
1128,0.000374042
1129,0.000374208
1130,0.000374333
1131,0.0003745
1132,0.000374667
1133,0.000374833
1134,0.000374958
1135,0.000375083
1136,0.000375208
1137,0.000375375
1138,0.000375542
1139,0.000375708
1140,0.000377292
1141,0.0003775
1142,0.000377625
1143,0.000377792
1144,0.000377958
1145,0.000378083
1146,0.000378208
1147,0.000378375
1148,0.000378542
1149,0.000378708
1150,0.000378833
1151,0.000379
1152,0.000379125
1153,0.00037925
1154,0.000379417
1155,0.000379583
1156,0.000379708
1157,0.000379833
1158,0.00038
1159,0.000380125
1160,0.000380292
1161,0.000380458
1162,0.000380625
1163,0.00038075
1164,0.000380875
1165,0.000381
1166,0.000381167
1167,0.000381375
1168,0.0003815
1169,0.000381625
1170,0.00038175
1171,0.000381917
1172,0.000382083
1173,0.00038225
1174,0.000382375
1175,0.000382542
1176,0.000382708
1177,0.000382833
1178,0.000383
1179,0.000383167
1180,0.000383333
1181,0.000383458
1182,0.000383583
1183,0.000383708
1184,0.000383917
1185,0.000384083
1186,0.00038425
1187,0.000384375
1188,0.0003845
1189,0.000384625
1190,0.000384792
1191,0.000384958
1192,0.000385083
1193,0.00038525
1194,0.000385375
1195,0.0003855
1196,0.000385667
1197,0.000385875
1198,0.000386
1199,0.000386125
1200,0.000386292
1201,0.000386458
1202,0.000386583
1203,0.00038675
1204,0.000386917
1205,0.000387083
1206,0.000387208
1207,0.000387333
1208,0.000387458
1209,0.000387625
1210,0.000387792
1211,0.000387958
1212,0.000388125
1213,0.00038825
1214,0.000388375
1215,0.0003885
1216,0.000388667
1217,0.000388833
1218,0.000388958
1219,0.000389125
1220,0.00038925
1221,0.000389375
1222,0.000389542
1223,0.00038975
1224,0.000389875
1225,0.00039
1226,0.000390125
1227,0.00039025
1228,0.000390375
1229,0.000390542
1230,0.00039075
1231,0.000390875
1232,0.000391
1233,0.000391125
1234,0.00039125
1235,0.000391417
1236,0.000391625
1237,0.000391792
1238,0.000391958
1239,0.000392083
1240,0.000392167
1241,0.000392333
1242,0.000392458
1243,0.000392625
1244,0.000392792
1245,0.000393042
1246,0.000393208
1247,0.000393333
1248,0.000393458
1249,0.000393625
1250,0.000393833
1251,0.000393917
1252,0.000394083
1253,0.00039425
1254,0.000394375
1255,0.000394542
1256,0.00039475
1257,0.000394875
1258,0.000395
1259,0.000395125
1260,0.000395292
1261,0.000395458
1262,0.000395625
1263,0.000395792
1264,0.000395958
1265,0.000396083
1266,0.000396208
1267,0.000396333
1268,0.0003965
1269,0.000396667
1270,0.000396833
1271,0.000396958
1272,0.000397083
1273,0.000397208
1274,0.000397333
1275,0.0003975
1276,0.000397708
1277,0.000399292
1278,0.0003995
1279,0.000399667
1280,0.000399833
1281,0.00040175
1282,0.000401875
1283,0.000402083
1284,0.000402208
1285,0.000402333
1286,0.000402458
1287,0.000402625
1288,0.00040275
1289,0.000402917
1290,0.000403125
1291,0.00040325
1292,0.000403375
1293,0.000403542
1294,0.000403708
1295,0.000403833
1296,0.000404
1297,0.000404167
1298,0.000404333
1299,0.000404458
1300,0.000404583
1301,0.00040475
1302,0.000404875
1303,0.000405042
1304,0.000405208
1305,0.000405375
1306,0.0004055
1307,0.000405625
1308,0.00040575
1309,0.000405875
1310,0.000406042
1311,0.00040625
1312,0.000406375
1313,0.000406583
1314,0.000406708
1315,0.000406833
1316,0.000406958
1317,0.000407125
1318,0.000407292
1319,0.000407458
1320,0.000407625
1321,0.00040775
1322,0.000407875
1323,0.000408
1324,0.000408167
1325,0.000408333
1326,0.0004085
1327,0.000408625
1328,0.00040875
1329,0.000408875
1330,0.000409042
1331,0.00040925
1332,0.000409375
1333,0.000409542
1334,0.000409708
1335,0.000409833
1336,0.000409958
1337,0.000410125
1338,0.000410292
1339,0.000410458
1340,0.000410583
1341,0.000410708
1342,0.000410833
1343,0.000411042
1344,0.000411208
1345,0.000411375
1346,0.0004115
1347,0.000411625
1348,0.00041175
1349,0.000411875
1350,0.000412042
1351,0.00041225
1352,0.000412375
1353,0.0004125
1354,0.000412625
1355,0.00041275
1356,0.000412875
1357,0.000413042
1358,0.00041325
1359,0.000413375
1360,0.000413542
1361,0.000413708
1362,0.000413833
1363,0.000414
1364,0.000414208
1365,0.000414333
1366,0.000414458
1367,0.000414583
1368,0.000414708
1369,0.000414833
1370,0.000415
1371,0.000415167
1372,0.000415375
1373,0.0004155
1374,0.000415625
1375,0.00041575
1376,0.000415917
1377,0.000416125
1378,0.00041625
1379,0.000416375
1380,0.000416542
1381,0.000416708
1382,0.000416833
1383,0.000417
1384,0.000417167
1385,0.000417333
1386,0.0004175
1387,0.000417625
1388,0.00041775
1389,0.000417875
1390,0.000418042
1391,0.00041825
1392,0.000418375
1393,0.000418458
1394,0.000418625
1395,0.000420083
1396,0.000420292
1397,0.0004205
1398,0.000420625
1399,0.00042075
1400,0.000420875
1401,0.000421042
1402,0.00042125
1403,0.000421417
1404,0.000421583
1405,0.00042175
1406,0.000421917
1407,0.000422083
1408,0.00042225
1409,0.000422417
1410,0.000422583
1411,0.000422708
1412,0.000422833
1413,0.000422958
1414,0.000423083
1415,0.00042325
1416,0.000423458
1417,0.000423583
1418,0.000423708
1419,0.000423833
1420,0.000423958
1421,0.000424125
1422,0.000424292
1423,0.000424458
1424,0.000424583
1425,0.000424708
1426,0.000424875
1427,0.000425
1428,0.000425125
1429,0.000425292
1430,0.000425458
1431,0.000425625
1432,0.00042575
1433,0.000425875
1434,0.000426
1435,0.000426167
1436,0.000426375
1437,0.0004265
1438,0.000426625
1439,0.00042675
1440,0.000426917
1441,0.000427083
1442,0.00042725
1443,0.000427417
1444,0.000427583
1445,0.000427708
1446,0.000427875
1447,0.000428
1448,0.000428125
1449,0.000428333
1450,0.000428458
1451,0.000428583
1452,0.000428708
1453,0.000428833
1454,0.000429
1455,0.000429167
1456,0.000429333
1457,0.000429458
1458,0.000429583
1459,0.00042975
1460,0.000429875
1461,0.000430042
1462,0.000430208
1463,0.000430375
1464,0.0004305
1465,0.000430625
1466,0.00043075
1467,0.000430917
1468,0.000431083
1469,0.00043125
1470,0.000431375
1471,0.0004315
1472,0.000431625
1473,0.000431792
1474,0.000432
1475,0.000432167
1476,0.000432333
1477,0.000432458
1478,0.000432583
1479,0.000432708
1480,0.000432833
1481,0.000433
1482,0.000433167
1483,0.000433333
1484,0.000433458
1485,0.000433583
1486,0.000433708
1487,0.000433875
1488,0.000434042
1489,0.00043425
1490,0.000434333
1491,0.0004345
1492,0.000434625
1493,0.00043475
1494,0.000434917
1495,0.000435125
1496,0.00043525
1497,0.000435375
1498,0.0004355
1499,0.000435625
1500,0.00043575
1501,0.000435958
1502,0.000436125
1503,0.00043625
1504,0.000436458
1505,0.000436583
1506,0.000436708
1507,0.000436833
1508,0.000437
1509,0.000437167
1510,0.000437333
1511,0.000437458
1512,0.000437583
1513,0.000437708
1514,0.000437875
1515,0.000438042
1516,0.000438208
1517,0.000438375
1518,0.0004385
1519,0.000438625
1520,0.00043875
1521,0.000438917
1522,0.000439125
1523,0.00043925
1524,0.000439375
1525,0.0004395
1526,0.000439583
1527,0.00043975
1528,0.000439958
1529,0.000440083
1530,0.000440208
1531,0.000440375
1532,0.000441958
1533,0.000442125
1534,0.000442292
1535,0.000442458
1536,0.000442583
1537,0.000442708
1538,0.000442875
1539,0.000443042
1540,0.000443208
1541,0.000443333
1542,0.000443458
1543,0.000443583
1544,0.000443792
1545,0.000443958
1546,0.000444125
1547,0.000444208
1548,0.000444375
1549,0.0004445
1550,0.000444667
1551,0.000444875
1552,0.000445
1553,0.000445125
1554,0.00044525
1555,0.000445375
1556,0.000445542
