iteration,elapsed_seconds
227,0.000157497
228,0.000158114
229,0.00015873
230,0.000159365
231,0.000159978
232,0.000160599
233,0.000161344
234,0.000161961
235,0.000162578
236,0.000163208
237,0.000163833
238,0.000164451
239,0.000165078
240,0.000165699
241,0.000166321
242,0.00016693
243,0.000167534
244,0.000168145
245,0.000168759
246,0.00016938
247,0.000171957
248,0.000172593
249,0.000173284
250,0.000173893
251,0.000174502
252,0.000175114
253,0.000175726
254,0.000176337
255,0.00017697
256,0.000177586
257,0.000178299
258,0.000179016
259,0.000179733
260,0.00018035
261,0.000180963
262,0.000181579
263,0.000182191
264,0.000182804
265,0.00018342
266,0.000184026
267,0.000184631
268,0.000185237
269,0.000185967
270,0.000186593
271,0.000187204
272,0.000187819
273,0.000188427
274,0.000189059
275,0.000189665
276,0.000190279
277,0.000190887
278,0.000191524
279,0.000192127
280,0.000192751
281,0.000193441
282,0.000194051
283,0.000194683
284,0.000195312
285,0.000197577
286,0.000198229
287,0.000198851
288,0.000199466
289,0.000200077
290,0.000200691
291,0.000201299
292,0.000201909
293,0.000202526
294,0.000203143
295,0.000203753
296,0.000204387
297,0.000205073
298,0.00020568
299,0.000206291
300,0.000206903
301,0.000207513
302,0.000208122
303,0.000208733
304,0.00020934
305,0.000209947
306,0.000210563
307,0.000211167
308,0.000211773
309,0.000212432
310,0.00021304
311,0.000213667
312,0.000214277
313,0.000214887
314,0.000215496
315,0.000217744
316,0.000218436
317,0.000219057
318,0.000219685
319,0.00022032
320,0.000220933
321,0.000221544
322,0.000222159
323,0.000222771
324,0.000223386
325,0.000224
326,0.000224614
327,0.000225233
328,0.000225857
329,0.000226491
330,0.000227344
331,0.000227972
332,0.000228586
333,0.000229197
334,0.00022981
335,0.00023042
336,0.000231031
337,0.000231644
338,0.000232259
339,0.000232867
340,0.000233481
341,0.000234094
342,0.000234709
343,0.000235318
344,0.000235927
345,0.000236538
346,0.000237153
347,0.000237778
348,0.000239866
349,0.000240489
350,0.000241107
351,0.00024172
352,0.000242337
353,0.000243001
354,0.000243617
355,0.000244228
356,0.000244837
357,0.000245446
358,0.000246053
359,0.000246665
360,0.000247273
361,0.000247884
362,0.000248511
363,0.000249118
364,0.00024973
365,0.00025034
366,0.000250943
367,0.000251556
368,0.000252173
369,0.000252781
370,0.000253387
371,0.000253997
372,0.000254611
373,0.00025522
374,0.000255826
375,0.000256434
376,0.000257046
377,0.000257658
378,0.000260683
379,0.000261338
380,0.000261969
381,0.000262603
382,0.000263217
383,0.00026383
384,0.00026444
385,0.000265055
386,0.000265667
387,0.000266287
388,0.000266898
389,0.000267513
390,0.000268123
391,0.000268729
392,0.00026934
393,0.00026995
394,0.000270564
395,0.000271171
396,0.000271783
397,0.000272392
398,0.000273003
399,0.000273613
400,0.000274222
401,0.000274885
402,0.000275496
403,0.000276106
404,0.000276713
405,0.000277326
406,0.00027794
407,0.000278556
408,0.000279164
409,0.000279779
410,0.000280413
411,0.000282812
412,0.000283441
413,0.000284065
414,0.000284682
415,0.0002853
416,0.000285917
417,0.00028655
418,0.00028717
419,0.000287782
420,0.000288393
421,0.000289013
422,0.000289625
423,0.000290239
424,0.00029085
425,0.000291517
426,0.000292127
427,0.00029274
428,0.00029335
429,0.000293959
430,0.000294584
431,0.00029519
432,0.000295808
433,0.000296422
434,0.00029703
435,0.000297658
436,0.000298267
437,0.000298877
438,0.000299487
439,0.000300095
440,0.0003007
441,0.000302845
442,0.000303473
443,0.000304092
444,0.000304713
445,0.000305325
446,0.000305933
447,0.000306546
448,0.000307157
449,0.000307772
450,0.000308387
451,0.000309003
452,0.000309613
453,0.000310225
454,0.000310834
455,0.000311464
456,0.000312074
457,0.000312784
458,0.0003134
459,0.000314017
460,0.000314624
461,0.00031523
462,0.000315839
463,0.000316468
464,0.000317079
465,0.00031769
466,0.000318301
467,0.000318916
468,0.000319527
469,0.000320143
470,0.000320773
471,0.000321404
472,0.00032201
473,0.000322635
474,0.000324655
475,0.000325277
476,0.00032589
477,0.000326499
478,0.00032711
479,0.00032772
480,0.000328328
481,0.000328939
482,0.000329548
483,0.000330155
484,0.000330778
485,0.000331393
486,0.000332019
487,0.000332629
488,0.000333231
489,0.00033384
490,0.00033445
491,0.000335057
492,0.000335684
493,0.000336295
494,0.00033692
495,0.000337528
496,0.000338145
497,0.000338757
498,0.000339366
499,0.00033997
500,0.000340578
501,0.00034119
502,0.000341805
503,0.000342413
504,0.00034469
505,0.000345312
506,0.000345925
507,0.000346538
508,0.000347146
509,0.000347763
510,0.00034837
511,0.000349002
512,0.000349612
513,0.000350219
514,0.000350853
515,0.000351463
516,0.000352073
517,0.000352683
518,0.000353289
519,0.000353892
520,0.000354506
521,0.000355175
522,0.000355786
523,0.0003564
524,0.00035703
525,0.000357645
526,0.000358258
527,0.00035887
528,0.000359477
529,0.000360091
530,0.000360706
531,0.000361321
532,0.000361933
533,0.000362539
534,0.00036315
535,0.000363766
536,0.000364406
537,0.000366952
538,0.000367571
539,0.00036819
540,0.00036881
541,0.000369426
542,0.000370059
543,0.000370676
544,0.000371287
545,0.0003719
546,0.000372523
547,0.00037314
548,0.000373754
549,0.00037439
550,0.000375
551,0.000375613
552,0.00037623
553,0.00037684
554,0.000377453
555,0.00037806
556,0.000378666
557,0.000379274
558,0.000379883
559,0.00038049
560,0.000381097
561,0.000381706
562,0.000382317
563,0.000382926
564,0.000383538
565,0.000384146
566,0.000384763
567,0.000387053
568,0.000387677
569,0.000388293
570,0.000388911
571,0.000389526
572,0.00039014
573,0.000390773
574,0.000391388
575,0.000391998
576,0.000392605
577,0.00039321
578,0.000393817
579,0.000394426
580,0.000395034
581,0.000395659
582,0.00039627
583,0.00039688
584,0.000397497
585,0.000398108
586,0.000398713
587,0.000399326
588,0.000399941
589,0.000400553
590,0.000401163
591,0.000401794
592,0.000402407
593,0.00040309
594,0.000403704
595,0.000404313
596,0.000404919
597,0.00040553
598,0.000406145
599,0.000406776
600,0.000408792
601,0.000430621
602,0.000431329
603,0.000431963
604,0.000432613
605,0.000433244
606,0.000433861
607,0.000434476
608,0.000435088
609,0.000435716
610,0.000436328
611,0.000436937
612,0.000437551
613,0.000438163
614,0.00043877
615,0.000439386
616,0.000439998
617,0.000440609
618,0.000441215
619,0.00044182
620,0.00044243
621,0.000443035
622,0.000443643
623,0.00044425
624,0.000444859
625,0.000445467
626,0.000446079
627,0.000446688
628,0.000447297
629,0.00044791
630,0.000450253
631,0.000450876
632,0.000451493
633,0.00045211
634,0.000452733
635,0.000453346
636,0.000453966
637,0.000454585
638,0.0004552
639,0.000455806
640,0.000456425
641,0.000457036
642,0.000457645
643,0.00045826
644,0.000458873
645,0.00045949
646,0.0004601
647,0.000460714
648,0.000461331
649,0.000461942
650,0.000462552
651,0.000463166
652,0.000463779
653,0.000464391
654,0.000465006
655,0.000465623
656,0.000466241
657,0.000466853
658,0.00046747
659,0.000468083
660,0.000468696
661,0.000469313
662,0.00046995
663,0.000472026
664,0.000472653
665,0.000473299
666,0.000473928
667,0.00047455
668,0.000475168
669,0.000475806
670,0.00047642
671,0.000477039
672,0.000477658
673,0.000478712
674,0.000479356
675,0.000479996
676,0.000480635
677,0.000481266
678,0.000481899
679,0.000482513
680,0.000483136
681,0.000483751
682,0.000484361
683,0.000484983
684,0.000485597
685,0.00048621
686,0.000486843
687,0.00048747
688,0.0004881
689,0.000488733
690,0.000489341
691,0.000489955
692,0.000490566
693,0.000493189
694,0.000493816
695,0.000494433
696,0.000495046
697,0.00049569
698,0.000496328
699,0.000496944
700,0.000497559
701,0.000498173
702,0.000498783
703,0.000499393
704,0.000500004
705,0.000500612
706,0.000501226
707,0.000501838
708,0.000502472
709,0.000503082
710,0.00050371
711,0.000504316
712,0.000504939
713,0.000505546
714,0.000506157
715,0.000506771
716,0.000507376
717,0.000507987
718,0.000508599
719,0.000509212
720,0.000509818
721,0.000510433
722,0.000511068
723,0.000511681
724,0.000512293
725,0.00051293
726,0.000514899
727,0.000515521
728,0.000516143
729,0.000516773
730,0.000517382
731,0.00051799
732,0.000518603
733,0.000519218
734,0.000519826
735,0.000520436
736,0.000521044
737,0.000521653
738,0.000522262
739,0.000522868
740,0.000523481
741,0.000524093
742,0.000524704
743,0.000525313
744,0.000525922
745,0.000526533
746,0.000527139
747,0.000527745
748,0.00052835
749,0.000528961
750,0.000529589
751,0.000530214
752,0.000530825
753,0.000531435
754,0.000532046
755,0.000532663
756,0.000534959
757,0.000535647
758,0.00053627
759,0.000536906
760,0.000537524
761,0.000934655
762,0.000935371
763,0.000936003
764,0.000936628
765,0.000937244
766,0.000937858
767,0.000938474
768,0.000939103
769,0.000939713
770,0.000940319
771,0.000940925
772,0.000941537
773,0.000942151
774,0.000942761
775,0.00094337
776,0.000943979
777,0.000944596
778,0.000945208
779,0.000945818
780,0.000946429
781,0.000947038
782,0.000947649
783,0.000948257
784,0.000948869
785,0.000949498
786,0.000950105
787,0.000950719
788,0.000951345
789,0.000957995
790,0.000958639
791,0.000959274
792,0.000959906
793,0.000960532
794,0.000961153
795,0.000961772
796,0.000962391
797,0.000963012
798,0.000963623
799,0.000964234
800,0.000964846
801,0.000965455
802,0.000966064
803,0.000966674
804,0.000967288
805,0.000967903
806,0.000968518
807,0.000969131
808,0.000969745
809,0.000970358
810,0.000970968
811,0.00097158
812,0.000972195
813,0.000972808
814,0.000973416
815,0.00097403
816,0.000974642
817,0.000975253
818,0.000975863
819,0.000977991
820,0.000978618
821,0.000979233
822,0.000979843
823,0.000980457
824,0.000981073
825,0.000981703
826,0.000982313
827,0.000982919
828,0.000983538
829,0.000984145
830,0.000984753
831,0.000985446
832,0.000986062
833,0.000986671
834,0.000987281
835,0.000987886
836,0.000988496
837,0.000989105
838,0.000989735
839,0.000990346
840,0.00099095
841,0.000991558
842,0.000992166
843,0.000992774
844,0.000993378
845,0.000993983
846,0.000994599
847,0.00099521
848,0.00099582
849,0.000996436
850,0.000997059
851,0.00099769
852,0.001000963
853,0.001001624
854,0.001002256
855,0.00100288
856,0.001003494
857,0.001004118
858,0.001004753
859,0.001005384
860,0.001006001
861,0.001006773
862,0.00100738
863,0.001007991
864,0.001008601
865,0.001009213
866,0.001009822
867,0.001010434
868,0.001011054
869,0.001011672
870,0.00101228
871,0.001012891
872,0.001013502
873,0.001014114
874,0.001014729
875,0.001015339
876,0.001015948
877,0.001016554
878,0.001017158
879,0.00101777
880,0.001018421
881,0.001019035
882,0.001021127
883,0.001021746
884,0.001022359
885,0.001022969
886,0.001023578
887,0.001024188
888,0.001024798
889,0.001025407
890,0.00102602
891,0.001026627
892,0.001027238
893,0.001027852
894,0.001028465
895,0.001029076
896,0.001029686
897,0.001030296
898,0.001030903
899,0.00103151
900,0.001032119
901,0.001032733
902,0.001033338
903,0.001033969
904,0.001034576
905,0.001035187
906,0.001035819
907,0.001036431
908,0.001037045
909,0.001037665
910,0.001038276
911,0.001038885
912,0.001039504
913,0.001040125
914,0.00104075
915,0.001043064
916,0.001043693
917,0.001044313
918,0.001044934
919,0.001045552
920,0.001046165
921,0.001046786
922,0.001047398
923,0.001048026
924,0.00104864
925,0.001049251
926,0.001049865
927,0.001050497
928,0.001051109
929,0.001051719
930,0.001052331
931,0.001052946
932,0.001053576
933,0.00105419
934,0.001054806
935,0.001055414
936,0.001056033
937,0.001056648
938,0.001057266
939,0.001057882
940,0.001058492
941,0.001059113
942,0.001059731
943,0.001060438
944,0.00106106
945,0.001063126
946,0.001063748
947,0.001064368
948,0.001064981
949,0.001065599
950,0.001066207
951,0.001066817
952,0.001067449
953,0.001068061
954,0.001068698
955,0.001069303
956,0.001069911
957,0.001070524
958,0.001071134
959,0.001071749
960,0.001072359
961,0.00107297
962,0.001073581
963,0.001074193
964,0.001074805
965,0.001075418
966,0.00107603
967,0.001076639
968,0.00107727
969,0.001077879
970,0.001078487
971,0.0010791
972,0.001079713
973,0.001080353
974,0.001080959
975,0.001081573
976,0.001082188
977,0.001082813
978,0.001084881
979,0.001085506
980,0.001086127
981,0.001086738
982,0.001087346
983,0.001087956
984,0.001088571
985,0.00108918
986,0.001089786
987,0.001090395
988,0.001091001
989,0.001091612
990,0.001092225
991,0.001092857
992,0.001093464
993,0.00109407
994,0.001094676
995,0.001095286
996,0.001095897
997,0.001096506
998,0.00109711
999,0.001097793
1000,0.001098416
1001,0.001099026
1002,0.001099632
1003,0.001100244
1004,0.001100848
1005,0.001101457
1006,0.001102066
1007,0.001102674
1008,0.001104742
1009,0.001105361
1010,0.001105977
1011,0.001106593
1012,0.001107201
1013,0.001107814
1014,0.001108428
1015,0.001109042
1016,0.001109654
1017,0.001110259
1018,0.001110867
1019,0.001111479
1020,0.001112087
1021,0.0011127
1022,0.00111331
1023,0.001113918
1024,0.001114527
1025,0.001115136
1026,0.001115766
1027,0.001116378
1028,0.001116993
1029,0.001117604
1030,0.001118214
1031,0.00111883
1032,0.001119439
1033,0.001120057
1034,0.001120687
1035,0.001121321
1036,0.001121947
1037,0.00112256
1038,0.001123171
1039,0.001123783
1040,0.001124414
1041,0.00112657
1042,0.001127191
1043,0.001127813
1044,0.001128429
1045,0.001129042
1046,0.001129658
1047,0.001130298
1048,0.001130914
1049,0.001131573
1050,0.001132212
1051,0.001132823
1052,0.001133433
1053,0.001134042
1054,0.001134653
1055,0.001135266
1056,0.001135882
1057,0.001136493
1058,0.001137114
1059,0.001137734
1060,0.001138344
1061,0.001138955
1062,0.001139564
1063,0.001140173
1064,0.00114078
1065,0.001141389
1066,0.001141998
1067,0.00114261
1068,0.001143217
1069,0.001143831
1070,0.001144438
1071,0.001146489
1072,0.001147113
1073,0.001147726
1074,0.001148334
1075,0.001148943
1076,0.001149554
1077,0.001150164
1078,0.001150771
1079,0.00115138
1080,0.001151991
1081,0.001152603
1082,0.00115321
1083,0.001153825
1084,0.001154434
1085,0.001155047
1086,0.001155663
1087,0.001156274
1088,0.001156887
1089,0.001157503
1090,0.001158118
1091,0.001158733
1092,0.001159343
1093,0.001159956
1094,0.001160588
1095,0.001161196
1096,0.001161806
1097,0.001162416
1098,0.001163026
1099,0.001163637
1100,0.001164248
1101,0.0011649
1102,0.001165513
1103,0.00116614
1104,0.001168228
1105,0.001168856
1106,0.001169477
1107,0.001170092
1108,0.001170704
1109,0.001171317
1110,0.001171926
1111,0.001172552
1112,0.001173165
1113,0.001173773
1114,0.001174383
1115,0.001174989
1116,0.001175599
1117,0.001176211
1118,0.001176827
1119,0.001177444
1120,0.001178056
1121,0.001178666
1122,0.001179277
1123,0.001179887
1124,0.001180501
1125,0.00118111
1126,0.001181717
1127,0.001182332
1128,0.001182937
1129,0.001183545
1130,0.001184158
1131,0.001184766
1132,0.001185381
1133,0.001185986
1134,0.001188074
1135,0.0011887
1136,0.001189314
1137,0.001189926
1138,0.001190539
1139,0.001191152
1140,0.001191767
1141,0.001192384
1142,0.001193
1143,0.001193608
1144,0.00119422
1145,0.001194832
1146,0.001195438
1147,0.001196046
1148,0.001196659
1149,0.001197263
1150,0.001197879
1151,0.001198504
1152,0.001199117
1153,0.001199738
1154,0.001200359
1155,0.001200966
1156,0.001201579
1157,0.001202194
1158,0.001202806
1159,0.00120342
1160,0.001204033
1161,0.001204645
1162,0.001205253
1163,0.001205862
1164,0.001206467
1165,0.001207079
1166,0.001207707
1167,0.001210014
1168,0.001210665
1169,0.001211279
1170,0.001211893
1171,0.0012125
1172,0.001213112
1173,0.001213723
1174,0.001214333
1175,0.001214947
1176,0.001215558
1177,0.001216189
1178,0.001216799
1179,0.00121741
1180,0.001218051
1181,0.00121866
1182,0.001219267
1183,0.00121988
1184,0.001220493
1185,0.00122111
1186,0.001221727
1187,0.001222339
1188,0.001222946
1189,0.001223577
1190,0.001224186
1191,0.001224811
1192,0.001225423
1193,0.001226036
1194,0.001226647
1195,0.001227257
1196,0.001227868
1197,0.001230186
1198,0.001230811
1199,0.001231433
1200,0.001232056
1201,0.001232674
1202,0.001233287
1203,0.0012339
1204,0.001234516
1205,0.001235133
1206,0.001235746
1207,0.001236356
1208,0.001236973
1209,0.001237591
1210,0.001238203
1211,0.001238821
1212,0.001239437
1213,0.001240047
1214,0.001240649
1215,0.001241257
1216,0.001241871
1217,0.001242483
1218,0.001243101
1219,0.00124373
1220,0.001244341
1221,0.001244956
1222,0.001245566
1223,0.001246173
1224,0.001246787
1225,0.001247399
1226,0.001248016
1227,0.001248634
1228,0.001249248
1229,0.001249874
1230,0.001252147
1231,0.001252773
1232,0.001253386
1233,0.001254005
1234,0.001254615
1235,0.001255226
1236,0.001255839
1237,0.001256452
1238,0.001257063
1239,0.001257673
1240,0.00125828
1241,0.001258893
1242,0.001259506
1243,0.001260133
1244,0.001260744
1245,0.001261388
1246,0.001261996
1247,0.001262603
1248,0.001263215
1249,0.001263826
1250,0.001264438
1251,0.001265049
1252,0.001265657
1253,0.00126627
1254,0.001266883
1255,0.001267493
1256,0.001268106
1257,0.001268716
1258,0.001269331
1259,0.00126994
1260,0.001271987
1261,0.001272607
1262,0.001273226
1263,0.001273846
1264,0.001274467
1265,0.001275079
1266,0.001275689
1267,0.001276306
1268,0.001276917
1269,0.001277529
1270,0.001278143
1271,0.001278758
1272,0.001279369
1273,0.001279982
1274,0.001280595
1275,0.001281209
1276,0.00128182
1277,0.001282432
1278,0.001283043
1279,0.001283652
1280,0.001284304
1281,0.001284912
1282,0.001285529
1283,0.001286142
1284,0.001286759
1285,0.001287375
1286,0.001287991
1287,0.001288605
1288,0.001289218
1289,0.001289825
1290,0.001290437
1291,0.001291046
1292,0.001291672
1293,0.001293849
1294,0.001294465
1295,0.001295079
1296,0.001295689
1297,0.001296322
1298,0.001296932
1299,0.001297545
1300,0.00129816
1301,0.001298778
1302,0.001310449
1303,0.001311075
1304,0.001311698
1305,0.001312309
1306,0.00131292
1307,0.001313539
1308,0.001314155
1309,0.001314767
1310,0.001315378
1311,0.001315989
1312,0.001316605
1313,0.001317219
1314,0.001317829
1315,0.001318438
1316,0.001319045
1317,0.00131966
1318,0.001320271
1319,0.001320876
1320,0.001321519
1321,0.001322129
1322,0.001322738
1323,0.00132558
1324,0.001326217
1325,0.001326841
1326,0.001327459
1327,0.001328075
1328,0.001328685
1329,0.001329299
1330,0.001329903
1331,0.001330514
1332,0.00133112
1333,0.001331725
1334,0.001332329
1335,0.001332939
1336,0.001333556
1337,0.001334172
1338,0.001334785
1339,0.001335395
1340,0.001336009
1341,0.001336622
1342,0.001337232
1343,0.00133785
1344,0.001338465
1345,0.001339075
1346,0.001339709
1347,0.001340318
1348,0.001340926
1349,0.001341539
1350,0.001342144
1351,0.001342756
1352,0.001343369
1353,0.001343985
1354,0.001344592
1355,0.001345217
1356,0.001347209
1357,0.001347834
1358,0.001348452
1359,0.001349069
1360,0.001349682
1361,0.001350292
1362,0.001350903
1363,0.001351512
1364,0.001352122
1365,0.001352731
1366,0.001353342
1367,0.001353955
1368,0.001354565
1369,0.001355182
1370,0.001355792
1371,0.001356405
1372,0.00135702
1373,0.001357638
1374,0.001358252
1375,0.001358863
1376,0.001359503
1377,0.001360112
1378,0.001360718
1379,0.001361325
1380,0.001361932
1381,0.001362561
1382,0.001363175
1383,0.001363782
1384,0.001364392
1385,0.001365005
1386,0.001367086
1387,0.001367719
1388,0.001368339
1389,0.001368958
1390,0.001369572
1391,0.001370194
1392,0.00137081
1393,0.001371425
1394,0.001372055
1395,0.001372668
1396,0.001373284
1397,0.001373892
1398,0.001374498
1399,0.001375111
1400,0.00137572
1401,0.001376329
1402,0.001376928
1403,0.001377534
1404,0.001378144
1405,0.001378792
1406,0.001379403
1407,0.001380013
1408,0.001380625
1409,0.001381235
1410,0.001381842
1411,0.001382447
1412,0.001383055
1413,0.001383664
1414,0.001384271
1415,0.001384879
1416,0.001385489
1417,0.001386098
1418,0.001386727
1419,0.00138889
1420,0.001389511
1421,0.001390122
1422,0.001390735
1423,0.001391355
1424,0.001391972
1425,0.001392581
1426,0.001393212
1427,0.001393826
1428,0.001394438
1429,0.001395045
1430,0.001395657
1431,0.001396272
1432,0.001396882
1433,0.001397497
1434,0.001398105
1435,0.001398716
1436,0.001399325
1437,0.001399938
1438,0.001400554
1439,0.001401168
1440,0.001401776
1441,0.001402389
1442,0.001403002
1443,0.00140363
1444,0.001404242
1445,0.001404855
1446,0.001405462
1447,0.001406065
1448,0.001406669
1449,0.001408798
1450,0.001409425
1451,0.001410039
1452,0.001410657
1453,0.001411294
1454,0.001411932
1455,0.001412551
1456,0.001413158
1457,0.001413772
1458,0.001414378
1459,0.001414989
1460,0.0014156
1461,0.00141621
1462,0.001416816
1463,0.001417505
1464,0.001418113
1465,0.001418723
1466,0.00141933
1467,0.001419942
1468,0.001420545
1469,0.001421158
1470,0.001421759
1471,0.001422365
1472,0.001422974
1473,0.001423585
1474,0.00142419
1475,0.001424795
1476,0.001425405
1477,0.001426015
1478,0.001426629
1479,0.001427337
1480,0.001427955
1481,0.001428582
1482,0.001430605
1483,0.001431225
1484,0.001431842
1485,0.001432451
1486,0.001433065
1487,0.001433676
1488,0.001434285
1489,0.001434895
1490,0.001435509
1491,0.001436118
1492,0.001436731
1493,0.001437342
1494,0.001437954
1495,0.001438569
1496,0.001439182
1497,0.001439789
1498,0.001440419
1499,0.001441031
1500,0.001441638
1501,0.001442251
1502,0.001442866
1503,0.001443473
1504,0.001444085
1505,0.001444693
1506,0.001445302
1507,0.001445913
1508,0.001446521
1509,0.001447132
1510,0.001447738
1511,0.001448345
1512,0.001450438
1513,0.001451058
1514,0.001451698
1515,0.001452328
1516,0.00145294
1517,0.001453555
1518,0.00145419
1519,0.001454805
1520,0.001455544
1521,0.001456158
1522,0.001456773
1523,0.001457393
1524,0.001458009
1525,0.001458626
1526,0.001459242
1527,0.001459852
1528,0.001460468
1529,0.001461082
1530,0.001461697
1531,0.001462312
1532,0.001462929
1533,0.001463543
1534,0.001464156
1535,0.001464775
1536,0.001465385
1537,0.001465998
1538,0.001466612
1539,0.001467228
1540,0.001467837
1541,0.001468444
1542,0.001469075
1543,0.001469692
1544,0.001470324
1545,0.001472357
1546,0.001472976
1547,0.00147359
1548,0.001474204
1549,0.001474811
1550,0.001475418
1551,0.001476025
1552,0.001476629
1553,0.001477237
1554,0.001477841
1555,0.001478452
1556,0.001479063
1557,0.001479669
1558,0.001480285
1559,0.001480895
1560,0.001481509
1561,0.001482118
1562,0.001482726
1563,0.001483338
1564,0.001483955
1565,0.001484566
1566,0.001485178
1567,0.001485785
1568,0.001486399
1569,0.001487009
1570,0.001487635
1571,0.001488245
1572,0.001488855
1573,0.001489467
1574,0.00149008
1575,0.001492079
1576,0.001492704
1577,0.001493345
1578,0.001493958
1579,0.001494572
1580,0.001495184
1581,0.001495815
1582,0.001496429
1583,0.001497045
1584,0.001497661
1585,0.001498387
1586,0.001499002
1587,0.001499618
1588,0.001500234
1589,0.001500846
1590,0.001501461
1591,0.001502075
1592,0.001502709
1593,0.001503322
1594,0.001503931
1595,0.001504537
1596,0.001505145
1597,0.001505751
1598,0.001506358
1599,0.001506969
1600,0.001507582
1601,0.001508205
1602,0.001508813
1603,0.001509422
1604,0.001510025
1605,0.001510641
1606,0.001511249
1607,0.001511892
1608,0.001514003
1609,0.001514627
1610,0.001515245
1611,0.001515871
1612,0.001516482
1613,0.001517097
1614,0.001517712
1615,0.001518352
1616,0.001518968
1617,0.001519602
1618,0.001520212
1619,0.001520818
1620,0.001521438
1621,0.001522046
1622,0.001522658
1623,0.001523265
1624,0.001523874
1625,0.001524488
1626,0.001525102
1627,0.001525717
1628,0.001526324
1629,0.001526935
1630,0.001527548
1631,0.00152816
1632,0.001528769
1633,0.001529378
